,Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription,Code
520,521,1945,1.0,12.0,18.0,38.0,,4,1,7.1,,,0,Japan,TOKAIDO,34.7,137.2,1.0,7,,-0.7,-0.5,,,,,,,,,,,,,2306.0,4.0,,,896.0,3.0,,4.0,7221.0,4.0,,,JPN
521,522,1945,2.0,10.0,4.0,57.0,0.0,4,1,7.3,,,0,Japan,SANRIKU,40.9,142.1,0.4,1,,-1.3,-1.5,,,,,,,,,,,,,2.0,1.0,,,,,,,2.0,1.0,,,JPN
522,523,1945,11.0,27.0,21.0,56.0,50.0,4,3,8.0,,,2,Pakistan,MAKRANNanCOAST,24.5,63.0,17.0,58,,3.9,,300.0,3.0,,,,,25.0,4.0,,,,,300.0,3.0,,,,,25.0,4.0,,,,,PAK
523,524,1946,4.0,1.0,12.0,29.0,1.3,4,3,8.6,,,11,Usa,"UNIMAKNanISLAND,NanAK",53.492,-162.832,42.0,621,,5.1,4.0,168.0,3.0,,,,,26.271,4.0,,3.0,,,168.0,3.0,,,,,26.271,4.0,,3.0,,,USA
524,525,1946,6.0,23.0,17.0,13.0,19.0,4,3,7.3,,,1,Canada,BRITISHNanCOLUMBIA,49.87,-124.92,9.0,5,,4.9,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,CAN
525,526,1946,8.0,2.0,19.0,18.0,48.0,2,1,7.9,,,0,Chile,NORTHERNNanCHILE,-26.5,-70.5,,0,,,9.0,,,,,,,,,,,,,2.0,1.0,,,,,,3.0,,,,,CHL
526,527,1946,8.0,4.0,17.0,51.0,5.0,4,1,7.9,,,0,Dominican Republic,NORTHEASTERNNanCOAST,19.25,-69.0,5.0,8,,2.2,,1790.0,4.0,,,,,,3.0,,3.0,,,1790.0,4.0,,,,,,3.0,,3.0,,,DOM
527,528,1946,8.0,8.0,13.0,28.0,33.8,4,1,7.5,,,0,Dominican Republic,NORTHEASTERNNanCOAST,19.5,-69.5,0.6,13,,,,75.0,2.0,,,,,,,,,,,75.0,2.0,,,,,,,,,,,DOM
528,529,1946,9.0,30.0,0.0,59.0,40.0,2,1,7.0,,,0,Peru,S.NanPERU,-14.0,-76.25,,0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,PER
529,530,1946,11.0,1.0,11.0,14.0,24.0,1,1,7.0,,,0,Usa,"ANDREANOFNanISLANDS,NanAK",51.5,-174.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
530,531,1946,11.0,13.0,6.0,,,3,6,,7044.0,,0,Russia,N.NanKURILNanISLANDS,48.092,153.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,532,1946,12.0,20.0,19.0,19.0,10.0,4,1,8.3,,,1,Japan,HONSHU:NanSNanCOAST,33.123,135.905,6.6,304,,2.7,2.5,1362.0,4.0,,,,,,4.0,1451.0,4.0,,,1362.0,4.0,,,,,,4.0,11661.0,4.0,,,JPN
532,533,1947,1.0,,,,,-1,9,,,,0,Usa,HAWAII,,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,USA
533,534,1947,3.0,25.0,20.0,32.0,15.0,3,3,7.1,,,0,New Zealand,OFFNanCOASTNanOFNanNORTHNanISLAND,-38.85,178.87,10.0,10,,3.3,3.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,NZL
534,535,1947,5.0,17.0,7.0,6.0,0.0,4,1,6.9,,,0,New Zealand,OFFNanCOASTNanOFNanNORTHNanISLAND,-38.42,178.88,6.0,5,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
535,536,1947,10.0,6.0,19.0,55.0,37.5,3,3,7.3,,,0,Greece,"PELOPONNESUS,NanGREECE",36.808,21.916,1.0,1,,,2.0,,,,,,,,,,,,,3.0,1.0,,,29.0,1.0,,4.0,7800.0,4.0,,,GRC
536,537,1947,11.0,4.0,0.0,9.0,10.0,4,1,7.0,,,0,Japan,W.NanHOKKAIDONanISLAND,43.8,141.0,2.0,4,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,JPN
537,538,1948,1.0,24.0,17.0,46.0,43.7,3,1,7.8,,,0,Philippines,SULUNanSEA,10.714,122.235,,5,,1.0,1.5,2.0,1.0,,,,,,1.0,,,,,74.0,2.0,,,,,3.5,2.0,,3.0,,3.0,PHL
538,539,1948,2.0,9.0,12.0,58.0,18.4,4,1,7.3,,,0,Greece,"DODECANESE,NanKARPATHOSNanIS.",35.64,27.158,7.3,11,,,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,GRC
539,540,1948,4.0,17.0,16.0,11.0,0.0,4,1,7.2,,,0,Japan,TOKAIDO,33.1,135.6,0.6,3,,-0.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
540,541,1948,4.0,22.0,10.0,42.0,47.1,4,1,6.5,,,0,Greece,IONIANNanSEA,38.532,20.427,1.0,1,,,4.0,,,,,,,,,,,,,7.0,1.0,,,100.0,2.0,,3.0,244.0,3.0,2022.0,4.0,GRC
541,542,1948,5.0,23.0,9.0,13.0,18.0,2,1,6.0,,,0,China,SHANDONGNanPROVINCE,37.2,121.8,3.0,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,CHN
542,543,1948,6.0,1.0,18.0,58.0,18.0,3,1,6.3,,,0,Indonesia,OFFNanNORTHWESTNanCOAST,6.0,95.0,,1,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,IDN
543,544,1948,9.0,8.0,15.0,9.0,0.0,4,1,7.8,,,0,Tonga,TONGANanTRENCH,-21.0,-174.0,0.1,6,,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,TON
544,545,1948,12.0,3.0,0.0,22.0,48.0,2,1,6.9,,,0,Mexico,MEXICO,22.0,-106.0,5.0,1,,1.0,1.5,,,,,,,,,,,,,4.0,1.0,,,21.0,1.0,,3.0,,,,,MEX
545,546,1948,12.0,26.0,7.0,12.0,21.0,3,1,7.0,,,0,Chile,NORTHERNNanCHILE,-22.5,-69.0,,1,,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,CHL
546,547,1949,1.0,27.0,11.0,0.0,0.0,4,1,5.9,,,0,Russia,KAMCHATKA,54.6,163.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,548,1949,2.0,9.0,13.0,28.0,39.0,1,1,,,,0,Greece,WESTNanCOASTNanOFNanGREECE,38.2,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
548,549,1949,4.0,13.0,19.0,56.0,,3,3,7.0,,,0,Usa,"PUGETNanSOUND,NanWA",47.167,-122.617,,1,,,,,,,,,,,,,,,,8.0,1.0,,,,,25.0,4.0,,,,,USA
549,550,1949,4.0,16.0,10.0,55.0,,4,8,,,,0,Usa,"PUGETNanSOUND,NanWA",47.3,-122.533,2.4,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
550,551,1949,4.0,20.0,3.0,29.0,7.0,2,1,7.3,,,0,Chile,CENTRALNanCHILE,-38.0,-73.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
551,552,1949,5.0,9.0,13.0,36.0,18.0,2,1,6.7,,,0,Indonesia,BANDANanACEH,5.0,95.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
552,553,1949,7.0,23.0,15.0,3.0,35.5,3,1,6.5,,,0,Greece,"CHIOSNanISLAND,NanAEGEANNanISLANDS",38.718,26.482,2.0,4,,,2.0,,,,,,,,,,,,,7.0,1.0,,,435.0,3.0,,4.0,534.0,3.0,5501.0,4.0,GRC
553,554,1949,7.0,27.0,,,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,19.81,1,,4.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
554,555,1949,8.0,22.0,4.0,1.0,0.0,4,3,8.1,,,0,Canada,BRITISHNanCOLUMBIA,53.6,-133.3,0.61,9,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,CAN
555,556,1949,9.0,5.0,2.0,54.0,1.0,0,1,6.4,,,0,Philippines,NORTHERNNanLUZONNanISLAND,17.0,121.5,0.1,1,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,PHL
556,557,1949,9.0,27.0,15.0,30.0,45.0,-1,1,6.7,,,0,Usa,"GULFNanOFNanALASKA,NanAK",59.75,-149.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
557,558,1949,10.0,19.0,21.0,0.0,19.0,4,1,7.5,,,0,Papua New Guinea,SOLOMONNanSEA,-5.5,154.0,0.3,5,,-1.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,PNG
558,559,1949,12.0,17.0,6.0,53.0,30.0,1,1,7.8,,,0,Chile,SOUTHERNNanCHILE,-54.0,-71.0,,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,CHL
559,560,1949,12.0,17.0,15.0,7.0,55.0,2,1,7.8,,,0,Chile,SOUTHERNNanCHILE,-54.0,-71.0,,2,,-0.5,,,,,,,,,,,,,,3.0,1.0,,,,,,1.0,,,,,CHL
560,561,1949,12.0,29.0,3.0,3.0,54.0,1,1,7.2,,,0,Philippines,E.NanLUZONNanISLAND,17.0,121.63,,2,,1.0,1.5,16.0,1.0,,,,,,,,,,,16.0,1.0,,,,,,2.0,,2.0,,,PHL
561,562,1950,1.0,30.0,0.0,56.0,32.0,1,1,7.0,,,0,Chile,SOUTHERNNanCHILE,-53.5,-71.5,,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,CHL
562,563,1950,3.0,14.0,18.0,10.0,41.0,2,1,5.8,,,0,New Zealand,N.NanNEWNanZEALAND,-37.8,177.2,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,NZL
563,564,1950,4.0,30.0,23.0,49.0,24.0,0,1,,,,0,Panama,OFFNanCOAST,6.5,-83.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAN
564,565,1950,8.0,3.0,22.0,18.0,22.0,2,1,6.4,,,0,Venezuela,ELNanTOCUYO,9.71,-69.819,,1,,,,,,,,,,,,,,,,100.0,2.0,,,,,,1.0,,1.0,,1.0,
565,566,1950,8.0,15.0,14.0,9.0,30.0,0,1,8.6,,,0,India,INDIA-CHINA,28.5,96.5,0.5,41,,,,,,,,,,,,,,,,1530.0,4.0,,,,,20.0,3.0,,,,,IND
566,567,1950,10.0,5.0,16.0,9.0,31.0,4,1,7.7,,,0,Costa Rica,COSTANanRICA-NICARAGUA,11.0,-85.0,2.0,11,,-3.3,-2.0,,,,,,,,1.0,,,,,,,,,,3.0,,1.0,,,,,CRI
567,568,1950,10.0,8.0,3.0,23.0,9.0,3,1,7.6,,,0,Indonesia,BANDANanSEA,-3.8,128.3,,2,,1.5,2.0,1.0,1.0,,,,,,3.0,,3.0,,3.0,1.0,1.0,,,,,,3.0,,3.0,,3.0,IDN
568,569,1950,10.0,8.0,,,,1,8,,,,0,Norway,MID-NORWAY,63.433,10.383,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOR
569,570,1950,10.0,23.0,16.0,13.0,20.0,4,1,7.5,,,0,Guatemala,GUATEMALA,14.31,-91.917,0.2,5,,-1.3,-1.0,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,GTM
570,571,1950,11.0,8.0,2.0,18.0,12.0,3,1,7.3,,,0,Solomon Islands,SOLOMONNanSEA,-10.0,159.5,1.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
571,572,1950,12.0,2.0,19.0,51.0,49.0,3,1,7.8,,,0,Vanuatu,VANUATUNanISLANDS,-18.25,167.5,2.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
572,573,1950,12.0,10.0,2.0,50.0,42.0,2,1,7.0,,,0,Peru,S.NanPERU,-14.25,-77.75,0.7,1,,-0.5,0.0,,,,,,,,,,,,,4.0,1.0,,,12.0,1.0,,2.0,,2.0,,,PER
573,574,1950,12.0,14.0,14.0,15.0,49.0,4,1,7.5,,,0,Mexico,S.NanMEXICO,16.48,-98.22,0.3,2,,-1.5,,,,,,,,,,,,,,,,,,,,,3.0,,,,,MEX
574,575,1951,2.0,22.0,1.0,45.0,48.9,2,1,6.1,,,0,Papua New Guinea,BISMARCKNanSEA,-3.252,142.238,6.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,PNG
575,576,1951,2.0,23.0,16.0,45.0,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,3.0,1,,1.6,,,,,,,,,,,,,,,,,,,,0.003,1.0,,,,,USA
576,577,1951,8.0,3.0,0.0,23.0,58.0,1,3,6.0,4824.0,,0,Nicaragua,COSIGUINANanVOLCANO,13.0,-87.5,,1,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,3.0,,2.0,,,NIC
577,578,1951,8.0,21.0,10.0,57.0,0.0,4,1,6.9,,,0,Usa,HAWAII,19.5,-156.0,3.6,7,,1.8,0.5,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
578,579,1951,10.0,22.0,5.0,43.0,1.0,4,1,7.3,,,0,Taiwan,TAIWAN,23.8,121.7,0.3,2,,,,,,,,,,,,,,,,68.0,2.0,,,586.0,3.0,,3.0,2382.0,4.0,,,
579,580,1951,12.0,21.0,8.0,37.0,29.0,0,1,6.3,,,0,China,CHINA:NanGANSUNanANDNanSHANXINanPROVINCES,26.7,100.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN
580,581,1951,12.0,22.0,,,,3,6,,2208.0,,0,Solomon Islands,KAVACHI,-9.02,157.95,,0,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
581,582,1952,1.0,9.0,8.0,,,4,8,,,,0,Norway,MID-NORWAY,64.883,12.417,2.0,0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,NOR
582,583,1952,3.0,4.0,1.0,22.0,41.0,4,1,8.1,,,0,Japan,SE.NanHOKKAIDONanISLAND,42.15,143.85,6.54,219,,2.7,2.0,33.0,1.0,,,,3.0,,3.0,,3.0,,,33.0,1.0,,,572.0,3.0,,3.0,2422.0,4.0,,,JPN
583,584,1952,3.0,9.0,17.0,4.0,0.0,4,1,7.0,,,0,Japan,SE.NanHOKKAIDONanISLAND,41.7,143.6,0.3,4,,-1.7,-2.0,,,,,,,,,,,,,,,,,17.0,1.0,,2.0,113.0,3.0,,,JPN
584,585,1952,3.0,17.0,3.0,58.0,0.0,4,1,4.5,,,0,Usa,HAWAII,19.1,-155.0,3.0,2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,USA
585,586,1952,3.0,19.0,10.0,57.0,12.0,4,1,7.8,,,0,Philippines,"E.NanOFNanMINDANO,NanPHILIPPINES",9.5,127.25,0.33,5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,PHL
586,587,1952,4.0,10.0,,,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,19.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
587,588,1952,5.0,6.0,,,,0,9,,,,0,Usa,"LAKENanHURON,NanMI",43.1,-82.4,1.52,3,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,USA
588,589,1952,5.0,13.0,19.0,31.0,42.9,3,1,6.4,,,0,Costa Rica,COSTANanRICA-PANAMA,10.088,-85.211,0.07,2,,-3.3,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,CRI
589,590,1952,7.0,13.0,11.0,58.0,33.0,2,1,6.8,,,0,Vanuatu,OFFNanEASTNanCOASTNanOFNanVANUATU,-18.5,169.25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
590,591,1952,9.0,16.0,2.0,50.0,,4,6,,4850.0,,1,Japan,MYOJINSHONanSUBMARINENanVOLCANO,32.1,139.85,0.15,1,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
591,592,1952,9.0,23.0,4.0,20.0,0.0,4,6,,4851.0,,1,Japan,MYOJINSHONanSUBMARINENanVOLCANO,32.1,139.85,0.05,1,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
592,593,1952,9.0,24.0,3.0,23.0,0.0,4,6,,4852.0,,1,Japan,MYOJINSHONanSUBMARINENanVOLCANO,32.1,139.85,0.15,1,,-1.0,,,,,,,,,,,,,,31.0,1.0,,,,,,1.0,,,,,JPN
593,594,1952,9.0,26.0,3.0,33.0,0.0,4,6,,4853.0,,1,Japan,MYOJINSHONanSUBMARINENanVOLCANO,32.1,139.85,0.1,2,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
594,595,1952,10.0,13.0,,,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
595,596,1952,11.0,4.0,16.0,58.0,27.9,4,1,9.0,,,6,Russia,KAMCHATKA,52.755,160.057,23.0,328,,4.2,4.0,10000.0,4.0,,,,,1.0,2.0,,,,,10000.0,4.0,,,,,1.0,2.0,,,,,
596,597,1952,12.0,15.0,17.0,0.0,,4,8,,,,0,Greenland,"SOUTHNanCOASTNanOFNanNUUSSUAQ,NanGREENLAND",70.35,-53.24,2.5,2,,,,1.0,1.0,,,3.0,1.0,,1.0,,,,,1.0,1.0,,,3.0,1.0,,1.0,,,,,GRL
597,598,1953,2.0,14.0,,,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
598,599,1953,2.0,15.0,,,,2,1,5.5,,,0,Peru,CENTRALNanPERU,-12.0,-77.5,0.7,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,PER
599,600,1953,2.0,16.0,11.0,43.0,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,4.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
600,601,1953,3.0,11.0,,,,4,6,,4518.0,,2,Japan,MYOJINSHONanSUBMARINENanVOLCANO,32.1,139.85,6.0,2,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
601,602,1953,3.0,17.0,13.0,4.0,,3,1,5.8,,,0,Russia,N.NanKURILNanISLANDS,50.0,156.5,3.0,1,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
602,603,1953,3.0,25.0,,,,4,6,,6044.0,,1,Japan,MYOJINSHONanSUBMARINENanVOLCANO,32.1,139.85,0.05,1,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
603,604,1953,4.0,23.0,16.0,24.0,34.0,1,1,7.4,,,0,Papua New Guinea,"RABAUL,NanNEWNanBRITAIN",-4.449,152.868,,2,,,0.0,,,,,,,,,,,,,,,,,,,0.013,1.0,,,,,PNG
604,605,1953,5.0,6.0,17.0,16.0,43.0,1,1,7.6,,,0,Chile,CENTRALNanCHILE,-36.5,-72.5,,0,,,,,,,,,,,,,,,,9.0,1.0,,,26.0,1.0,500.0,4.0,,,,,CHL
605,606,1953,5.0,31.0,19.0,58.0,,2,1,7.2,,,0,Dominican Republic,PUERTONanPLATA,19.8,-70.7,0.06,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,DOM
606,607,1953,6.0,27.0,,,,3,6,,2071.0,,1,Papua New Guinea,BISMARCKNanSEA,-2.4,147.4,,1,,0.5,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,PNG
607,608,1953,8.0,11.0,3.0,32.0,,3,1,6.8,,,0,Greece,IONIANNanSEA,38.1,20.6,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
608,609,1953,8.0,12.0,9.0,23.0,52.0,3,1,7.2,,,0,Greece,IONIANNanSEA,38.3,20.8,,2,,,,,,,,,,,,,,,,476.0,3.0,,,2412.0,4.0,100.0,4.0,30439.0,4.0,2394.0,4.0,GRC
609,610,1953,8.0,19.0,19.0,0.0,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
610,611,1953,9.0,10.0,4.0,6.0,4.1,3,1,6.3,,,0,Cyprus,LEVANTIANNanSEA,34.741,32.335,,2,,,2.0,,,,,,,,,,,,,40.0,1.0,,,100.0,2.0,,2.0,500.0,3.0,,,CYP
611,612,1953,9.0,14.0,0.0,26.0,36.0,4,3,6.4,,,2,Fiji,FIJINanISLANDS,-18.3,178.2,15.0,31,,1.0,1.0,5.0,1.0,,,12.0,1.0,,1.0,,1.0,,1.0,7.0,1.0,,,12.0,1.0,,2.0,,2.0,,1.0,FJI
612,613,1953,11.0,14.0,,,,1,0,,,,0,Australia,TASMANIA,-41.0,147.4,2.4,1,,,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,AUS
613,614,1953,11.0,25.0,17.0,48.0,,4,1,7.4,,,0,Japan,"KASHIMA,NanJAPAN",34.0,141.7,3.0,33,,1.5,1.5,,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,JPN
614,615,1953,12.0,12.0,17.0,31.0,25.0,4,1,7.4,,,0,Peru,N.NanPERU,-3.4,-80.6,1.0,2,,-1.0,0.5,,,,,,,,,,,,,6.0,1.0,,,20.0,1.0,,2.0,200.0,3.0,,,PER
615,616,1954,1.0,21.0,14.0,0.0,,3,9,,,,0,Argentina,MARNanDELNanPLATA,-38.0,-57.0,1.0,1,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,ARG
616,617,1954,2.0,11.0,0.0,30.0,15.0,0,1,7.3,,,0,China,CHINA:NanGANSUNanANDNanSHANXINanPROVINCES,,,,1,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,CHN
617,618,1954,2.0,,,,,4,6,,4844.0,,0,Italy,STROMBOLINanISLAND,38.789,15.213,,4,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ITA
618,619,1954,6.0,26.0,,,,0,9,,,,0,Usa,"MICHIGANNanCITY,NanINNan(LAKENanMICHIGAN)",41.7,-86.883,3.0,5,,,,7.0,1.0,,,,,,,,,,,7.0,1.0,,,,,,,,,,,USA
619,620,1954,9.0,9.0,1.0,4.0,43.4,4,3,6.7,,,0,Algeria,SEANanOFNanALBORAN,36.274,1.594,0.33,4,,,,,,,,,,,,,,,,1243.0,4.0,,,5000.0,4.0,6.0,3.0,20000.0,4.0,,,DZA
620,621,1954,10.0,,,,,2,0,,,,0,Greenland,"APUTITEQNanPOINT,NanGREENLAND",67.47,-32.283,18.28,1,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,GRL
621,622,1954,11.0,18.0,20.0,44.0,55.0,4,1,6.1,,,0,Japan,"MIYAGI,NanJAPAN",38.9,142.2,,3,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
622,623,1955,1.0,18.0,,,,2,1,5.5,,,0,Venezuela,OFFNanTHENanCOASTNanNEARNanLANanVELA,11.46,-69.57,,1,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,
623,624,1955,4.0,19.0,16.0,47.0,19.0,3,1,6.2,,,0,Greece,VOLOSNanGULF,39.4,23.1,,1,,,,,,,,,,,,,,,,8.0,1.0,,,149.0,3.0,,4.0,459.0,3.0,8352.0,4.0,GRC
624,625,1955,4.0,19.0,20.0,24.0,5.0,4,1,7.1,,,0,Chile,CENTRALNanCHILE,-30.0,-72.0,1.0,7,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,CHL
625,626,1955,5.0,17.0,14.0,49.0,49.0,2,1,7.3,,,0,India,LITTLENanNICOBARNanISLAND,6.5,94.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND
626,627,1955,9.0,8.0,3.0,27.0,14.0,3,1,6.5,,,0,Papua New Guinea,SOLOMONNanSEA,-6.9,155.7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
627,628,1955,9.0,23.0,15.0,6.0,23.0,0,1,6.8,,,0,China,"JINSHANanRIVER,NanYUNNANNanPROVINCE",26.6,101.8,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN
628,629,1955,10.0,10.0,8.0,57.0,52.9,3,1,7.3,,,0,Papua New Guinea,BISMARCKNanSEA,-5.1,152.924,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
629,630,1956,1.0,8.0,20.0,54.0,13.0,1,1,7.1,,,0,Chile,NORTHERNNanCHILE,-19.0,-70.0,,0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,CHL
630,631,1956,3.0,2.0,22.0,43.0,,0,1,5.3,,,0,New Zealand,"LAKENanTAUPO,NanNORTHNanISLAND",-38.9,175.8,0.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
631,632,1956,3.0,5.0,23.0,29.0,,4,1,6.3,,,0,Japan,NE.NanHOKKAIDONanISLAND,44.3,144.1,0.4,1,,-1.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
632,633,1956,3.0,30.0,6.0,11.0,,2,6,,2952.0,,1,Russia,KAMCHATKA,55.978,160.587,0.3,13,,-0.7,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
633,634,1956,7.0,9.0,3.0,11.0,45.2,4,1,7.7,,,3,Greece,CYCLADES,36.664,25.957,30.0,100,,5.0,5.0,3.0,1.0,,,,,,2.0,,,,,56.0,2.0,,,,,,3.0,,,,,GRC
634,635,1956,7.0,9.0,3.0,24.0,,3,1,6.8,,,0,Greece,"AMORGOSNanISLAND,NanAEGEANNanISLANDS",36.8,25.5,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
635,636,1956,8.0,12.0,16.0,59.0,37.6,-1,1,6.5,,,0,Japan,IZUNanPENINSULA,33.8,138.8,,1,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
636,637,1956,11.0,2.0,16.0,4.0,33.0,2,1,5.8,,,0,Greece,NORTHNanAEGEAN,39.5,23.0,1.2,1,,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,GRC
637,638,1956,12.0,18.0,2.0,31.0,3.0,1,1,7.0,,,0,Chile,NORTHERNNanCHILE,-25.5,-71.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
638,639,1957,3.0,9.0,14.0,22.0,31.9,4,1,8.6,,,6,Usa,"ANDREANOFNanISLANDS,NanAK",51.292,-175.629,32.0,332,,3.9,3.0,2.0,1.0,,,1.0,1.0,,3.0,,1.0,,,2.0,1.0,,,1.0,1.0,,3.0,,1.0,,,USA
